url,redirect_count,roi_discrepancy,iframe_ratio,domain_age_days,ssl_active,label
http://phish-site-250.tk,9,0.7585428356926529,0.4216529766350662,1,0,1
http://phish-site-422.tk,7,0.633235903547091,0.48793212786441686,19,1,1
http://safe-site-380.com,0,0.03248876112213122,0.13274452893884264,6369,1,0
http://safe-site-319.com,0,0.07247989349870097,0.042978801744232256,4061,1,0
http://phish-site-408.tk,5,0.9888852945674496,0.6994888088718789,8,1,1
http://phish-site-333.tk,8,0.7123200788155375,0.8309734500130337,16,0,1
http://safe-site-485.com,0,0.0335706142406868,0.029272754505605403,2316,1,0
http://phish-site-115.tk,3,0.7422100009544624,0.8922757550227749,3,0,1
http://phish-site-276.tk,5,0.8799835586937685,0.9061768356937488,17,0,1
http://phish-site-121.tk,2,0.638095700795116,0.6394527475813012,9,0,1
http://phish-site-369.tk,7,0.8764616505847761,0.6899978723140412,16,0,1
http://safe-site-6.com,1,0.08561669567155204,0.1861992968404138,3940,1,0
http://safe-site-444.com,0,0.04504105750335699,0.06659207445025309,1731,1,0
http://safe-site-273.com,0,0.0611575798066524,0.012641731413972047,1835,1,0
http://phish-site-26.tk,6,0.9915765736183545,0.7119547394799305,22,0,1
http://phish-site-374.tk,7,0.9485357148278825,0.9622474096379958,17,0,1
http://safe-site-88.com,0,0.043905500272154334,0.01770467902551456,4062,1,0
http://phish-site-252.tk,9,0.6401845035292356,0.6058510365598195,28,0,1
http://safe-site-229.com,1,0.01566033295671948,0.06374139615934293,2132,1,0
http://safe-site-488.com,0,0.049893256708994776,0.12850409624045162,3663,1,0
http://phish-site-327.tk,8,0.6879891338694134,0.9021175529862964,25,0,1
http://safe-site-266.com,0,0.006081225780919963,0.013836301948204689,6112,1,0
http://safe-site-361.com,0,0.039641370295627566,0.07194284456918609,3787,1,0
http://phish-site-52.tk,2,0.8953566032505654,0.49774934801261383,24,0,1
http://phish-site-467.tk,7,0.6550828290882138,0.5467607599132329,14,0,1
http://phish-site-290.tk,9,0.6650867186952167,0.9208758874874321,22,0,1
http://phish-site-359.tk,5,0.6067381761926844,0.9286492905670376,6,0,1
http://phish-site-354.tk,2,0.6495046569251945,0.8248838033488697,7,1,1
http://phish-site-339.tk,6,0.6272754592718747,0.49535682659411495,2,0,1
http://safe-site-415.com,1,0.010634380176177238,0.12250086850629836,4316,1,0
http://phish-site-412.tk,5,0.6980969495638861,0.6561586925121372,21,1,1
http://phish-site-404.tk,8,0.7078683632341501,0.7206203392339716,3,1,1
http://safe-site-398.com,0,0.01833249387270015,0.12868111816813607,2270,1,0
http://safe-site-146.com,0,0.059539540133457816,0.12468885637280168,1548,0,0
http://phish-site-254.tk,6,0.8250783272721642,0.8947346363441614,5,0,1
http://phish-site-117.tk,5,0.7337759726922752,0.9430977332228099,14,0,1
http://safe-site-28.com,1,0.03546804905577788,0.18893249044658253,2229,1,0
http://safe-site-255.com,0,0.04972135899261579,0.19710596093914215,1288,1,0
http://phish-site-403.tk,7,0.9502705022673743,0.7066149881913837,25,0,1
http://phish-site-452.tk,8,0.9354966761774531,0.8637075534011192,27,0,1
http://phish-site-317.tk,9,0.8657465225762151,0.9320480519968677,3,0,1
http://phish-site-237.tk,4,0.6667943707409729,0.49476299637355214,23,0,1
http://safe-site-292.com,0,0.0714677511331561,0.05423224294591638,6448,1,0
http://safe-site-55.com,0,0.09051945375480044,0.10697615384094901,5839,1,0
http://safe-site-358.com,0,0.09345671423708111,0.038775859053821596,2590,1,0
http://safe-site-26.com,0,0.0072208150273837205,0.05161847774931727,6193,1,0
http://safe-site-83.com,1,0.039891517627467205,0.1911025987356079,5243,1,0
http://phish-site-156.tk,7,0.5522332925520195,0.6232574242745815,8,0,1
http://safe-site-101.com,0,0.07765058459760298,0.02712349069214306,6216,1,0
http://phish-site-336.tk,9,0.8790511069548632,0.5174565040153615,15,0,1
http://safe-site-228.com,0,0.04685751806780795,0.1337917678213085,2539,1,0
http://safe-site-110.com,0,0.06376437321460214,0.06291082975638995,5466,1,0
http://phish-site-13.tk,8,0.8512035081793541,0.7887129210834615,5,0,1
http://safe-site-462.com,0,0.0943807074743027,0.19533932965583475,6178,1,0
http://phish-site-114.tk,8,0.8437824717026987,0.7920391430119935,14,0,1
http://safe-site-113.com,0,0.034120847188078916,0.07456179514411732,5797,1,0
http://safe-site-277.com,0,0.09639347899978795,0.1563668148676306,4361,1,0
http://phish-site-207.tk,7,0.8479761881039487,0.4829017624203019,22,0,1
http://safe-site-300.com,0,0.09293762849425233,0.11581857787878942,1646,1,0
http://phish-site-218.tk,7,0.9968550789027286,0.6471558503376411,11,1,1
http://phish-site-166.tk,7,0.8012061917458138,0.5208372094631096,20,0,1
http://phish-site-83.tk,4,0.5020820362032276,0.9053996493858788,16,0,1
http://safe-site-108.com,0,0.03372396594268767,0.014845479423600483,1159,1,0
http://safe-site-425.com,0,0.05814953662125408,0.11707197022884402,6586,1,0
http://phish-site-177.tk,3,0.908860326657225,0.9137041901460999,2,0,1
http://phish-site-446.tk,5,0.6658367354163566,0.7143661841682398,1,0,1
http://phish-site-282.tk,2,0.7758274817392027,0.580798062417106,28,0,1
http://phish-site-259.tk,2,0.8032494943361066,0.7735649624804904,5,1,1
http://safe-site-78.com,0,0.056345220229796766,0.08024174306486727,1147,1,0
http://phish-site-239.tk,4,0.7427740278150804,0.8116739472578338,12,0,1
http://safe-site-275.com,0,0.0014702207796355228,0.15104229814903614,4647,1,0
http://phish-site-274.tk,9,0.8879754536920883,0.6706163884072838,25,1,1
http://safe-site-262.com,0,0.03797285626534182,0.05824029979040553,2806,1,0
http://phish-site-429.tk,8,0.836856553240805,0.711756531741532,13,0,1
http://phish-site-86.tk,9,0.992268406456698,0.4957948496808695,15,0,1
http://safe-site-360.com,0,0.02287681755397243,0.13102416140919498,6441,1,0
http://phish-site-455.tk,2,0.7180170052687834,0.5427020990247233,22,0,1
http://safe-site-121.com,0,0.04767092573126833,0.038799292746731134,3802,1,0
http://safe-site-451.com,0,0.09383993548403115,0.14045324888994618,2769,1,0
http://phish-site-67.tk,7,0.8456934226279789,0.7147655839216149,28,1,1
http://safe-site-472.com,0,0.09263453479214295,0.042063219891134,6125,1,0
http://phish-site-255.tk,2,0.9032283497651675,0.7008044221579808,12,0,1
http://safe-site-22.com,0,0.021002904578663495,0.0473328092000993,6371,1,0
http://phish-site-143.tk,7,0.6020173395977626,0.7844015360899895,16,1,1
http://safe-site-335.com,0,0.0895161977116601,0.17301945954765904,1900,1,0
http://safe-site-253.com,0,0.064654674039779,0.19398149013338492,5794,1,0
http://safe-site-80.com,0,0.06545724407714379,0.0728884691474508,4233,1,0
http://phish-site-411.tk,7,0.6665327209978709,0.5196000635042464,3,0,1
http://phish-site-6.tk,3,0.6891896121710995,0.8926697532093184,22,0,1
http://safe-site-150.com,1,0.0672186529357524,0.07302587250520286,4845,1,0
http://phish-site-366.tk,8,0.520543410733608,0.8081820635012775,25,1,1
http://phish-site-190.tk,5,0.5369343349770848,0.44226998465790235,27,0,1
http://phish-site-312.tk,3,0.9417985895045169,0.7591964011945895,22,0,1
http://phish-site-499.tk,4,0.7676638769985868,0.7009227465007177,9,0,1
http://safe-site-325.com,0,0.0454937519582829,0.021792465733800406,3013,1,0
http://safe-site-324.com,0,0.010037936043566599,0.03975147999179849,4523,1,0
http://safe-site-44.com,0,0.05115718087625692,0.11511220471826172,4057,1,0
http://phish-site-110.tk,5,0.762009025960563,0.4996969697806295,27,1,1
http://safe-site-372.com,0,0.0065660291970823575,0.19901505246969398,4578,1,0
http://phish-site-44.tk,6,0.9846211044573385,0.8304678896582458,2,0,1
http://phish-site-458.tk,5,0.8772835200842146,0.8705793213745734,29,1,1
http://safe-site-289.com,0,0.06596928798821389,0.13812143198629231,6606,1,0
http://phish-site-39.tk,6,0.7332321713202932,0.8878403564076587,11,0,1
http://phish-site-129.tk,3,0.5379810129821421,0.8274983935253994,11,0,1
http://phish-site-46.tk,5,0.5603857357712919,0.5148342455372477,7,0,1
http://safe-site-343.com,0,0.014723114191908394,0.032771987792806816,3290,1,0
http://safe-site-100.com,0,0.0006787205412578713,0.11443893852972259,6300,1,0
http://safe-site-416.com,0,0.007572802950087554,0.09991879413802557,2898,1,0
http://safe-site-307.com,1,0.03993932905336485,0.04574380971034484,5607,1,0
http://safe-site-82.com,0,0.008099847899599178,0.17345338388712678,4557,1,0
http://phish-site-151.tk,3,0.6822809570747328,0.8652821418953762,28,0,1
http://phish-site-0.tk,7,0.7929351230227802,0.862696551591539,26,0,1
http://safe-site-437.com,0,0.0969410769323188,0.059770916710143986,6979,1,0
http://phish-site-277.tk,4,0.8696753152499321,0.5864018847981507,9,0,1
http://safe-site-379.com,0,0.03866563102736547,0.03383429783526983,1831,1,0
http://phish-site-379.tk,5,0.917437729142952,0.6135430858233049,28,0,1
http://phish-site-372.tk,6,0.689541746089492,0.9569123153591128,21,0,1
http://safe-site-167.com,0,0.006930049825003171,0.18448378761008852,1513,1,0
http://safe-site-27.com,0,0.06835639283411511,0.019327660262324575,2459,1,0
http://phish-site-51.tk,7,0.6975879514960963,0.5374726213037017,2,0,1
http://phish-site-293.tk,2,0.6596138063868415,0.6815097351897954,18,0,1
http://safe-site-10.com,0,0.03828362168624436,0.08249042048551969,2516,1,0
http://phish-site-447.tk,5,0.5637860191962127,0.692833073097813,2,0,1
http://safe-site-126.com,1,0.0910496099803116,0.1705864141182024,3865,1,0
http://safe-site-106.com,0,0.006424317112753298,0.1742372960454938,2195,1,0
http://phish-site-172.tk,7,0.9639482315627015,0.49327728955182193,29,0,1
http://phish-site-232.tk,6,0.6784074601001145,0.7609822840952105,17,0,1
http://phish-site-88.tk,5,0.9894912028789407,0.9019739737325728,4,1,1
http://safe-site-66.com,0,0.030008381756521055,0.039272685478938474,3121,1,0
http://phish-site-482.tk,4,0.9788324865399721,0.647827711034541,16,0,1
http://safe-site-423.com,0,0.0035672771417575746,0.06404005854546269,3978,1,0
http://safe-site-478.com,0,0.008200731677360329,0.17062687984795388,1674,1,0
http://safe-site-18.com,0,0.02616548704999232,0.1990541978709327,6283,1,0
http://safe-site-136.com,0,0.027555506358839535,0.10499640470804664,1991,1,0
http://phish-site-368.tk,2,0.6504196081244711,0.5578195054440055,26,1,1
http://phish-site-160.tk,5,0.7163353324003485,0.8590534418775619,21,0,1
http://safe-site-438.com,1,0.08164557757877271,0.15061394851695764,1167,1,0
http://phish-site-126.tk,7,0.864265403443879,0.5373043384296906,12,0,1
http://safe-site-135.com,0,0.03215452607043228,0.08527562454617316,3510,1,0
http://phish-site-137.tk,9,0.710545978888203,0.49602866036258353,15,0,1
http://phish-site-492.tk,9,0.7860448256705759,0.6639049321911336,4,0,1
http://safe-site-304.com,0,0.001111744392447367,0.13840339879761573,1893,1,0
http://phish-site-443.tk,9,0.7548742357535825,0.8883293717642833,29,0,1
http://safe-site-120.com,0,0.04464221174238057,0.014544394621961288,2681,1,0
http://safe-site-281.com,0,0.01196510232938396,0.11014582519166916,5091,1,0
http://safe-site-345.com,0,0.08966422466999847,0.058030157010785136,4859,1,0
http://safe-site-74.com,0,0.02177098637220756,0.13196298436731146,1411,1,0
http://safe-site-376.com,0,0.08357918862418973,0.17546785017118802,5178,1,0
http://phish-site-491.tk,5,0.641537562803038,0.8990517360226804,4,1,1
http://phish-site-164.tk,9,0.8089668895379678,0.6993947615261706,27,0,1
http://safe-site-311.com,0,0.09408295812944968,0.0010882946380305293,2017,1,0
http://phish-site-179.tk,5,0.5583202208614625,0.953000578456001,16,0,1
http://safe-site-296.com,0,0.07525026563400253,0.08194653550603642,3678,1,0
http://safe-site-381.com,0,0.06674872233898058,0.15299597624984188,6304,1,0
http://safe-site-133.com,0,0.007179051459995523,0.14226052828174052,3326,1,0
http://phish-site-362.tk,2,0.6700276774248337,0.41907003485833155,15,0,1
http://phish-site-479.tk,5,0.9935312522320128,0.9157081827050677,8,0,1
http://phish-site-145.tk,5,0.533933751701248,0.6451464185611695,22,0,1
http://phish-site-465.tk,3,0.8979833970329971,0.5522049031050832,17,0,1
http://safe-site-284.com,0,0.017252796171860818,0.05580964999067957,5433,1,0
http://safe-site-452.com,0,0.0477721770885953,0.19297567114371647,1446,1,0
http://phish-site-25.tk,7,0.554611970359431,0.7028504126848384,13,0,1
http://safe-site-137.com,0,0.08102596304790012,0.0875561274218773,3571,1,0
http://phish-site-413.tk,4,0.9344432043608921,0.7372805482308246,16,0,1
http://safe-site-23.com,1,0.0286118354648228,0.061845780322219435,1969,1,0
http://phish-site-111.tk,3,0.6785206636507675,0.6685026634889115,2,0,1
http://phish-site-441.tk,8,0.5677916423794149,0.9621562045436145,18,0,1
http://safe-site-302.com,0,0.01964752917156818,0.10385427946623936,3546,1,0
http://safe-site-351.com,1,0.012877651609962671,0.05581273684523012,5609,1,0
http://phish-site-185.tk,3,0.6890247346664485,0.4478046769976818,29,0,1
http://phish-site-33.tk,3,0.7107435690872503,0.5367769169317144,22,0,1
http://safe-site-450.com,0,0.03855505976811287,0.14733118207082616,3771,1,0
http://phish-site-311.tk,9,0.5951181521936922,0.8219389824002243,25,0,1
http://safe-site-373.com,0,0.051238402625749996,0.09850711997675399,2138,1,0
http://phish-site-85.tk,5,0.8709223875665925,0.972046008111137,29,0,1
http://safe-site-195.com,0,0.056107137764889584,0.15935549517602507,1821,1,0
http://safe-site-124.com,0,0.08875855955292421,0.10550600681604841,1096,1,0
http://safe-site-47.com,0,0.07380153801446242,0.11818976776017881,3121,1,0
http://safe-site-442.com,0,0.08495200720502145,0.14737443225536256,4898,1,0
http://safe-site-257.com,0,0.01191615295740045,0.11064416618216405,2496,1,0
http://phish-site-206.tk,5,0.8798010603402174,0.7323806144953532,4,0,1
http://phish-site-35.tk,2,0.7914817120644413,0.5664613875493385,19,1,1
http://safe-site-424.com,0,0.09497588954278874,0.10762942726299157,5924,1,0
http://phish-site-95.tk,6,0.5164718947265956,0.7643557860643595,12,0,1
http://safe-site-430.com,0,0.06989118097380917,0.07742685268216093,5008,1,0
http://phish-site-235.tk,3,0.5963623420017543,0.49890344339102305,15,0,1
http://safe-site-69.com,0,0.03141400932999938,0.03960305097984589,6786,1,0
http://safe-site-370.com,0,0.04578588362147989,0.11890809944984548,1215,1,0
http://safe-site-212.com,0,0.0820673585886429,0.19362588306298667,2607,1,0
http://safe-site-271.com,0,0.053009104495078785,0.015064479528949471,4159,1,0
http://safe-site-401.com,0,0.015639964110708015,0.03995545422847879,4806,1,0
http://safe-site-90.com,0,0.0843129106029308,0.04215531397090666,6131,1,0
http://phish-site-208.tk,7,0.767697810767941,0.6087394799362837,18,0,1
http://phish-site-132.tk,9,0.7856532491545773,0.7066375654568087,23,1,1
http://phish-site-203.tk,7,0.8269465136979329,0.6209762264722595,11,0,1
http://phish-site-38.tk,6,0.7061555018186083,0.4280047277195807,21,0,1
http://phish-site-357.tk,6,0.5069101718387974,0.8708292370100617,7,0,1
http://phish-site-298.tk,7,0.7776756697835305,0.5498866382605062,19,1,1
http://safe-site-53.com,0,0.05789404456881302,0.06168429612062239,5174,1,0
http://safe-site-186.com,1,0.05370544089849638,0.16661996053410624,1188,1,0
http://safe-site-494.com,0,0.08234574124948335,0.040591337714941104,6454,1,0
http://safe-site-30.com,0,0.024129739903484805,0.021300006137178862,5993,1,0
http://safe-site-428.com,0,0.08067312983663893,0.1892183060760018,4436,1,0
http://safe-site-168.com,0,0.05920437338413782,0.0682361011821341,1767,1,0
http://phish-site-257.tk,2,0.908720623986017,0.8531910841283538,5,0,1
http://safe-site-93.com,0,0.07715859235947463,0.05234752256708382,3496,1,0
http://safe-site-189.com,0,0.08269979291273778,0.019473211617867747,4485,1,0
http://phish-site-230.tk,6,0.606335855914145,0.8537380988054636,13,0,1
http://safe-site-198.com,1,0.06916001465486471,0.09450468036563642,5375,1,0
http://phish-site-320.tk,4,0.7413217028432123,0.7671579850379253,5,0,1
http://phish-site-409.tk,9,0.8008336997254237,0.4610531658642966,20,0,1
http://phish-site-394.tk,7,0.5539545627864146,0.520691460388491,6,1,1
http://phish-site-168.tk,2,0.9627990761555542,0.9968887047112113,16,1,1
http://phish-site-50.tk,2,0.8060966030550818,0.9150806587098167,24,0,1
http://phish-site-313.tk,4,0.7691987292744441,0.4250773187924977,13,1,1
http://phish-site-217.tk,4,0.5292663243201857,0.9484307139633631,23,0,1
http://phish-site-430.tk,6,0.6685309323241678,0.41716899112952643,19,0,1
http://phish-site-104.tk,9,0.5384138800178437,0.8459760979494413,23,0,1
http://phish-site-139.tk,4,0.6569936070355382,0.45902260992207305,28,0,1
http://phish-site-470.tk,9,0.9094901953425174,0.5359455261201892,9,1,1
http://safe-site-230.com,1,0.05659921640412041,0.08428553612418757,6706,1,0
http://safe-site-50.com,0,0.01758873844780865,0.14814031093182162,2318,1,0
http://phish-site-96.tk,9,0.5850623621918893,0.45500869477161865,15,0,1
http://phish-site-309.tk,2,0.5159352016974923,0.9891790488297257,2,0,1
http://phish-site-438.tk,4,0.7491736548568323,0.921692177107938,16,0,1
http://safe-site-220.com,0,0.04690579537959936,0.164730443012262,3343,1,0
http://phish-site-477.tk,9,0.93168021550936,0.4458448287035607,16,0,1
http://safe-site-321.com,0,0.07763509185607777,0.11654386253686431,5756,1,0
http://safe-site-498.com,0,0.025018365472284556,0.1993979987808785,3556,1,0
http://phish-site-485.tk,6,0.9427360297764776,0.5882984401814229,25,0,1
http://phish-site-435.tk,8,0.8839274228195656,0.9913811745809945,8,1,1
http://safe-site-119.com,0,0.02262443807429848,0.09238943661575205,5146,1,0
http://phish-site-10.tk,3,0.8605151833368643,0.8434448444611726,1,0,1
http://safe-site-37.com,0,0.05576231505081232,0.1240806564892655,3828,1,0
http://safe-site-31.com,0,0.06673274129290623,0.11405222593885052,2457,1,0
http://safe-site-98.com,0,0.08500639465669874,0.09086934065197219,4524,1,0
http://safe-site-382.com,1,0.07918726740912604,0.0310906788047864,4567,1,0
http://phish-site-473.tk,4,0.9220700255102825,0.5772077176534381,27,1,1
http://phish-site-364.tk,5,0.6067853484357856,0.42670974046432897,8,1,1
http://phish-site-191.tk,5,0.71497385226694,0.7816490820682731,11,1,1
http://phish-site-406.tk,2,0.59955842561715,0.9192852145558785,20,0,1
http://safe-site-496.com,0,0.08309623793707183,0.07683483539057734,6571,1,0
http://safe-site-29.com,0,0.0749322840575493,0.09457350700995265,2038,1,0
http://safe-site-310.com,0,0.08285835895796964,0.0557805130216337,6155,1,0
http://safe-site-327.com,1,0.01430286964498736,0.08298346845117177,6763,1,0
http://phish-site-180.tk,5,0.7446434236802555,0.4655358000023245,27,0,1
http://phish-site-98.tk,8,0.5828458280087923,0.45127803082830453,3,0,1
http://safe-site-226.com,0,0.04227580119344984,0.0822410862945568,1718,1,0
http://safe-site-61.com,0,0.0005967041448536215,0.03284925952722537,3914,0,0
http://phish-site-31.tk,5,0.6765109272239629,0.7933871131019204,25,0,1
http://phish-site-326.tk,8,0.8166098711033543,0.4357188346025567,3,0,1
http://phish-site-243.tk,3,0.5257310085080911,0.6951502501977236,9,0,1
http://safe-site-65.com,0,0.09745778157336946,0.14544424796921798,4055,1,0
http://safe-site-64.com,0,0.04955493491345569,0.19156094051810982,6901,1,0
http://phish-site-202.tk,2,0.7169268288955104,0.877404030981188,14,1,1
http://phish-site-122.tk,6,0.6499617738070842,0.470111290646103,20,0,1
http://phish-site-133.tk,7,0.870135672276799,0.526304536350183,27,0,1
http://safe-site-139.com,0,0.06436326993027114,0.1991081824696768,4685,1,0
http://phish-site-205.tk,5,0.5021071381799798,0.6770367901582178,29,0,1
http://phish-site-284.tk,8,0.6350342791805819,0.4850234377974188,9,0,1
http://phish-site-405.tk,7,0.8204960851238244,0.6689816972606384,15,0,1
http://phish-site-301.tk,2,0.5464951554138886,0.7770261827948832,20,0,1
http://phish-site-253.tk,5,0.8819475234859786,0.48639671317317806,24,0,1
http://safe-site-404.com,0,0.014388317039198295,0.08345108642898152,4593,1,0
http://safe-site-174.com,0,0.09407498149343206,0.17237906073995185,1769,1,0
http://phish-site-210.tk,6,0.8693251976102394,0.7229216008859124,11,0,1
http://safe-site-52.com,1,0.08732547232569199,0.17611466528354575,5513,1,0
http://safe-site-261.com,0,0.07437804182701784,0.0499069006314574,1487,1,0
http://safe-site-51.com,0,0.02344520971180716,0.036915658213661474,6059,1,0
http://phish-site-94.tk,3,0.8928464383627629,0.414239218036898,12,0,1
http://phish-site-2.tk,9,0.7293009906883793,0.7965554029301211,27,0,1
http://phish-site-249.tk,7,0.6848020413423461,0.4329970942846264,22,1,1
http://phish-site-331.tk,6,0.7739286713486527,0.426480624919894,29,0,1
http://phish-site-349.tk,7,0.8948445302144321,0.9357077630019478,9,0,1
http://safe-site-116.com,0,0.05498984365976672,0.14690563928498862,5135,1,0
http://phish-site-246.tk,4,0.5694407239051124,0.4732451730954631,5,0,1
http://phish-site-134.tk,5,0.9651146251974576,0.5503322469519217,20,0,1
http://safe-site-105.com,0,0.05521632500159426,0.04284182137977173,6385,1,0
http://phish-site-30.tk,2,0.9973048591366096,0.4166998308229895,12,0,1
http://phish-site-377.tk,6,0.8833432998593772,0.47942489919496856,3,0,1
http://safe-site-453.com,0,0.03688214531565198,0.06952553370155037,1050,1,0
http://safe-site-355.com,0,0.03404445818540556,0.1869015289918942,1556,1,0
http://safe-site-353.com,0,0.06778988175757175,0.17184749803692104,2862,1,0
http://safe-site-411.com,0,0.08595223373346954,0.17486520983620998,5881,1,0
http://safe-site-233.com,0,0.0945616072752497,0.08360388929372294,5755,1,0
http://phish-site-159.tk,2,0.5602949622470572,0.510544165190519,13,0,1
http://phish-site-101.tk,4,0.8026801324461912,0.9653762666123588,20,0,1
http://phish-site-401.tk,8,0.989634419282967,0.7758636659718157,12,1,1
http://phish-site-489.tk,6,0.5243313658819023,0.5481871257475351,19,0,1
http://phish-site-82.tk,2,0.8651727503705265,0.5981493436594615,1,0,1
http://safe-site-34.com,0,0.050014193082305806,0.10543902173753468,3988,1,0
http://phish-site-454.tk,3,0.7793137906180145,0.4173403768849503,21,0,1
http://safe-site-435.com,0,0.07244351459624435,0.172144289006361,5060,1,0
http://safe-site-204.com,0,0.0986046397774521,0.058668938914591906,4843,1,0
http://phish-site-384.tk,5,0.7544294136620878,0.6333761431475422,23,0,1
http://phish-site-424.tk,6,0.5370003863569626,0.5327495533688413,4,0,1
http://safe-site-12.com,0,0.05696477337757976,0.08109843506535033,3648,1,0
http://phish-site-138.tk,7,0.9895769019597429,0.8938084887730146,6,0,1
http://safe-site-410.com,0,0.038268636698200735,0.17642422409634287,4199,1,0
http://phish-site-273.tk,7,0.6541095170407243,0.4383157016450302,20,0,1
http://safe-site-201.com,0,0.05043926581324165,0.05855918654972869,5717,1,0
http://phish-site-330.tk,9,0.707105969682166,0.555103638449307,4,0,1
http://phish-site-351.tk,7,0.6160039741627485,0.5751605400020053,6,0,1
http://safe-site-36.com,0,0.08204357782044726,0.03231787537522719,6788,1,0
http://safe-site-299.com,0,0.06834538493999312,0.03942098730878967,3463,1,0
http://phish-site-215.tk,3,0.7659046261377143,0.9359109719860775,19,0,1
http://phish-site-155.tk,6,0.6884551010826918,0.7891161607594575,21,0,1
http://safe-site-206.com,0,0.08782974125466976,0.004782292199693861,4520,1,0
http://phish-site-171.tk,5,0.8762966015335658,0.4220517423079937,22,0,1
http://phish-site-497.tk,4,0.6256727095548149,0.6708334612968885,25,1,1
http://phish-site-400.tk,6,0.9231877340487307,0.9897697846469943,25,0,1
http://safe-site-403.com,0,0.09770841850224223,0.005334032603833739,2348,1,0
http://safe-site-387.com,0,0.08001290571535463,0.04062640612408337,3221,1,0
http://phish-site-449.tk,9,0.5691081469031041,0.8231272919736364,22,1,1
http://phish-site-153.tk,5,0.9646475489662651,0.9400084607357896,3,0,1
http://safe-site-348.com,0,0.033735523672730396,0.17530277218824528,6713,1,0
http://safe-site-395.com,0,0.08473344424007095,0.0959921664751856,1248,1,0
http://safe-site-481.com,0,0.07826398361230702,0.09878045732663648,1628,1,0
http://safe-site-397.com,0,0.07829097308631557,0.013842476056954012,1682,1,0
http://safe-site-153.com,0,0.0016243797002133077,0.15812584706684785,5105,1,0
http://safe-site-19.com,0,0.09533989439874552,0.07022357300564522,4678,1,0
http://safe-site-457.com,0,0.04313067251306384,0.06238066479158364,4337,1,0
http://phish-site-99.tk,6,0.6361602759016699,0.7266896744498148,13,1,1
http://phish-site-288.tk,7,0.6621722037525302,0.9115841974007192,9,0,1
http://safe-site-243.com,0,0.023965105711476767,0.1043133221810209,2245,1,0
http://safe-site-68.com,0,0.012276485645551139,0.04709880230274073,4034,1,0
http://safe-site-176.com,0,0.04344077722775226,0.07164702835722643,6893,1,0
http://phish-site-471.tk,6,0.8227551167950127,0.9567063312031776,2,1,1
http://safe-site-56.com,0,0.03306147173126452,0.056018887297939496,2716,1,0
